epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,426.106,0.72558,0.53765,0.91342,0.56494,0.61538,0.53023,0.21836,2.0133,1.9444,1.87218,0.00144956,0.00144956,0.00144956
141,429.174,0.73879,0.57837,0.90604,0.59388,0.46154,0.55333,0.20796,2.10384,2.01732,1.88106,0.0014456,0.0014456,0.0014456
142,432.245,0.8711,0.6118,0.98204,0.75964,0.38462,0.49986,0.18136,1.94856,2.4475,1.85556,0.00144164,0.00144164,0.00144164
143,435.264,0.71374,0.55145,0.88536,0.75429,0.38462,0.49511,0.20049,2.10302,2.35728,1.97591,0.00143768,0.00143768,0.00143768
144,438.251,0.72251,0.53385,0.91538,0.53394,0.53846,0.5377,0.2675,2.14949,2.09814,2.06251,0.00143372,0.00143372,0.00143372
145,441.201,0.73805,0.53282,0.89225,0.68432,0.38462,0.53459,0.2856,1.99472,2.03613,1.94207,0.00142976,0.00142976,0.00142976
146,444.177,0.70105,0.55153,0.93398,0.45483,0.53846,0.53873,0.25437,1.96774,2.06709,1.90158,0.0014258,0.0014258,0.0014258
147,447.106,0.70691,0.55134,0.88468,0.58517,0.61538,0.5726,0.24232,2.0464,2.15608,1.85581,0.00142184,0.00142184,0.00142184
148,450.024,0.82972,0.56765,0.9337,0.88982,0.46154,0.6002,0.28746,1.93296,2.10469,1.74108,0.00141788,0.00141788,0.00141788
149,453.078,0.71383,0.54404,0.89259,0.83637,0.46154,0.57558,0.27142,1.97788,2.24365,1.71223,0.00141392,0.00141392,0.00141392
150,456.046,0.78909,0.54832,0.92768,0.68753,0.38462,0.37712,0.2228,1.97466,2.37487,1.67052,0.00140996,0.00140996,0.00140996
151,459.046,0.77748,0.54427,0.90212,0.85549,0.46154,0.57016,0.21383,1.96273,2.44158,1.73859,0.001406,0.001406,0.001406
152,461.982,0.79339,0.54764,0.93798,0.8304,0.46154,0.60009,0.20991,1.88133,2.40956,1.69757,0.00140204,0.00140204,0.00140204
153,464.951,0.69037,0.53082,0.90813,0.73647,0.46154,0.61197,0.2529,2.00161,2.21879,1.79762,0.00139808,0.00139808,0.00139808
154,467.949,0.70409,0.51654,0.88689,0.743,0.46154,0.57372,0.23136,2.11775,1.9852,1.88829,0.00139412,0.00139412,0.00139412
155,470.981,0.70854,0.51492,0.88546,0.94779,0.46154,0.58334,0.25465,2.16009,2.00028,1.90519,0.00139016,0.00139016,0.00139016
156,474.064,0.64955,0.62702,0.88986,0.79626,0.38462,0.52132,0.19901,1.9083,2.57638,1.87487,0.0013862,0.0013862,0.0013862
157,477.023,0.66425,0.5166,0.86862,0.7932,0.38462,0.44747,0.17332,1.81871,2.75714,1.77041,0.00138224,0.00138224,0.00138224
